Date,AC.PA,ACA.PA,AI.PA,AIR.PA,ATO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,EI.PA,EN.PA,ENGI.PA,FP.PA,FR.PA,FTI.PA,GLE.PA,KER.PA,LHN.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,SOLB.BR,STM.PA,SU.PA,SW.PA,UG.PA,UL.AS,VIE.PA,VIV.PA
2/11/2010,-0.16,-0.41,0.07,-0.06,-0.16,0.38,-1.32,0.36,-0.03,-0.38,-0.49,0.94,-0.88,-0.11,0.63,-0.23,,-0.99,-0.47,,-0.53,-0.24,-1.93,0.82,0.24,-0.10,0.11,-0.85,-1.78,0.27,0.32,-0.66,0.09,0.06,-0.15,0.35,-0.58,-1.90,0.07,-0.14
2/12/2010,-0.17,-0.29,0.50,0.02,-0.45,0.39,-0.90,-0.10,-0.28,-0.03,-0.41,0.76,-1.11,0.22,0.08,-0.40,,-1.26,-0.27,,-0.29,-1.16,-1.48,-0.03,0.72,0.00,0.23,0.51,-1.45,-0.17,0.49,-1.17,0.84,-0.12,-0.71,0.35,-0.60,1.00,0.08,-0.07
2/15/2010,-0.05,-0.07,0.77,-0.20,-0.20,-0.09,0.27,-0.26,0.03,0.22,-0.08,-0.17,0.53,0.00,0.08,-0.09,,0.22,-0.43,,0.21,0.86,0.61,0.76,0.13,0.04,0.14,-0.53,0.70,0.06,0.19,0.00,-0.53,-0.08,0.12,0.08,0.06,-1.35,-0.05,0.08
2/16/2010,0.36,0.42,1.85,0.24,1.50,0.43,1.33,0.28,0.79,0.32,0.53,0.13,0.33,0.31,0.80,0.16,,1.78,0.63,,0.43,0.22,0.62,2.25,-3.57,0.21,-0.02,1.29,0.83,0.14,0.36,1.02,1.79,0.11,0.61,0.21,0.10,1.20,0.16,0.10
2/17/2010,1.05,0.32,1.28,0.69,2.08,0.38,1.95,0.71,0.34,0.58,0.89,0.84,0.78,0.11,0.12,0.43,,1.00,0.20,,0.89,1.19,1.07,-0.59,1.07,0.15,-1.01,0.65,0.62,0.22,0.32,1.06,1.50,0.25,1.38,0.52,0.36,1.50,0.22,0.17
2/18/2010,0.06,-0.24,0.26,0.18,-0.24,0.55,1.10,0.26,1.96,0.09,0.13,0.10,0.19,0.16,0.37,-0.14,,-3.03,0.83,,0.62,0.91,-0.59,1.28,0.84,0.16,0.01,1.00,0.57,0.14,0.55,0.59,-0.59,0.09,1.48,0.17,0.08,0.40,0.12,-0.02
2/19/2010,0.49,0.22,0.80,0.21,-0.92,0.74,0.83,-0.72,0.19,-0.24,0.14,0.03,0.25,0.36,-0.01,-0.03,,0.73,-0.16,,0.18,-0.05,0.39,0.10,0.91,0.12,0.07,-0.54,0.03,0.18,0.28,-0.11,-0.53,0.08,0.78,1.29,0.18,-0.20,0.14,0.36
2/22/2010,-0.54,0.07,-0.88,0.00,0.86,-0.50,0.87,-0.83,0.33,-0.23,-0.20,-0.24,-0.28,0.00,-0.32,-0.07,,0.82,-1.34,,-0.16,0.53,-0.50,0.25,-0.51,-0.12,-0.07,-1.50,-0.40,0.27,-0.57,-0.42,0.00,0.03,-0.17,-0.10,-0.44,0.65,0.10,-0.15
2/23/2010,-0.10,-0.35,-0.15,0.18,-0.33,-0.04,-1.32,-0.32,-0.65,-0.30,-0.39,-0.32,-0.47,-0.10,-0.69,-0.22,,-0.97,-1.65,,-0.16,-1.08,-1.22,-1.58,-0.56,-0.16,0.31,-0.13,-1.35,0.07,-0.09,-0.15,-0.66,-0.20,-0.98,0.27,-0.23,-0.55,-0.23,-0.14
2/24/2010,0.45,0.05,0.28,-0.31,-0.03,-0.01,0.27,0.06,0.61,0.02,-0.03,0.47,-0.45,0.02,-0.19,0.01,,0.69,-0.85,,0.34,-0.30,0.32,0.36,1.09,0.00,-0.04,0.54,0.36,-0.25,-0.13,-0.25,-0.80,0.17,0.18,0.23,-0.18,0.45,0.21,0.14
2/25/2010,-0.02,-0.02,-1.05,-0.21,-0.60,-0.66,-1.39,-0.35,-0.91,-0.50,-0.52,-0.44,-0.91,-0.73,-1.35,0.28,,-0.45,0.00,,-0.52,-1.94,-0.83,-1.48,-0.49,0.17,-0.14,-1.16,-1.48,1.51,-1.00,-1.11,-0.41,-0.09,-0.92,-0.01,-0.37,-2.10,-0.56,-0.36
2/26/2010,0.05,0.42,3.50,0.63,0.81,0.41,1.62,0.40,0.63,0.39,0.69,0.71,0.47,0.23,0.53,0.31,,0.61,2.74,,0.91,2.84,0.86,0.63,0.49,0.22,0.63,-0.17,0.78,0.72,0.80,2.52,0.08,0.11,0.49,0.53,0.30,-0.20,0.10,0.31
3/1/2010,0.85,0.13,0.95,0.21,0.35,0.40,1.17,1.24,0.51,0.03,1.17,0.92,1.40,0.20,0.38,0.05,,0.88,1.75,,0.91,2.14,0.88,0.49,1.56,0.14,0.84,1.65,0.06,0.04,1.10,0.56,0.86,0.17,0.90,1.42,0.11,3.50,0.39,0.30
3/2/2010,0.72,0.23,0.03,0.08,0.71,0.33,0.40,0.66,0.87,0.35,0.31,-0.25,0.61,0.20,0.25,0.30,,0.74,1.31,,-0.11,1.38,1.07,1.77,2.09,-0.02,0.05,0.32,0.79,-0.14,0.17,0.43,0.05,0.11,0.25,-0.40,0.48,3.35,0.46,0.15
3/3/2010,0.21,0.10,-0.05,0.04,-0.31,-0.10,0.15,0.15,0.18,0.04,0.24,-0.42,1.72,0.05,0.15,-0.04,,0.84,1.05,,-0.03,1.31,0.61,1.77,-1.00,0.10,0.14,1.03,0.60,0.11,0.15,0.64,1.03,0.00,0.42,-0.26,0.36,0.45,0.56,0.19
3/4/2010,-0.40,-0.08,-0.38,0.16,-0.17,-0.30,-0.08,-0.29,-0.15,-0.06,1.06,0.30,-0.34,-0.74,-0.21,0.01,,0.02,-0.20,,-0.11,-0.42,0.06,-0.38,-0.70,0.01,-0.12,-0.19,-0.01,0.56,-0.33,-0.20,0.04,-0.04,-0.15,0.15,0.40,1.15,-0.21,0.03
3/5/2010,0.27,0.36,1.17,0.31,0.27,0.90,2.01,0.37,0.61,0.48,0.68,0.88,0.43,0.65,0.86,0.09,,2.07,1.40,,-0.17,2.96,1.35,2.33,1.24,0.27,0.52,0.43,1.25,0.02,0.95,0.52,1.36,0.22,0.59,0.08,0.43,2.25,-1.06,0.16
3/8/2010,-0.05,0.07,-0.93,-0.07,0.30,-0.06,0.43,0.07,0.00,-0.04,-0.32,0.19,-0.56,0.14,-0.15,-0.11,,-0.65,0.32,,-0.24,-1.07,-0.38,0.31,-0.18,0.05,-0.20,0.04,0.10,-0.17,-0.01,-0.17,-0.53,-0.05,-0.08,0.02,-0.14,-0.20,-0.15,-0.09
3/9/2010,-0.09,-0.16,0.16,-0.45,-0.08,0.18,-0.29,0.14,-0.12,0.14,-0.07,0.25,0.02,0.42,0.27,-0.14,,-0.66,-0.28,,0.50,-0.21,-0.25,0.35,0.21,-0.03,-0.01,0.91,-0.30,-0.28,0.42,-0.11,-0.03,-0.02,0.18,-0.29,-0.08,-1.05,-0.29,0.16
3/10/2010,-0.27,0.45,0.26,-0.16,1.60,-0.05,0.55,0.23,0.69,0.41,0.49,0.28,0.72,0.20,0.40,0.63,,1.15,0.36,,0.42,0.73,1.79,0.00,0.03,0.07,0.09,0.43,0.43,0.34,-0.04,-0.10,1.07,0.08,1.20,0.05,-0.05,-0.70,0.21,0.07
3/11/2010,0.33,0.04,-0.32,-0.43,0.17,-0.09,-0.57,0.53,-0.46,-0.07,0.24,-0.09,-0.20,0.23,-0.01,0.07,,-0.80,3.14,,-0.34,-0.66,0.38,-1.05,-0.14,-0.06,-0.15,0.29,0.15,0.42,-0.48,-0.13,-0.78,-0.06,-0.11,0.17,0.08,-2.15,0.19,0.01
3/12/2010,-0.01,0.10,-0.27,-0.17,-0.15,-0.20,0.10,-1.12,-0.19,0.12,0.31,-0.03,0.01,-0.13,-0.22,-0.04,,0.28,1.64,,0.02,0.65,-0.13,0.91,-0.66,0.00,0.15,-0.34,0.63,0.13,-0.25,0.03,0.10,-0.11,0.30,-0.24,0.20,-1.00,0.39,-0.06
3/15/2010,-0.04,-0.24,-0.40,-0.02,-0.36,-0.28,-0.82,-0.40,-0.11,-0.49,-0.10,0.10,-0.27,-0.09,-0.35,-0.01,,-1.13,0.02,,-0.25,-0.73,-0.91,-1.43,-0.48,-0.16,-0.05,0.10,-0.33,0.19,0.55,-0.62,-0.23,-0.07,-0.70,0.33,-0.23,-1.10,0.06,-0.21
3/16/2010,0.45,0.43,0.53,-0.01,0.95,0.20,1.30,0.61,0.52,0.16,0.51,0.56,0.23,0.04,0.27,0.18,,0.90,0.55,,0.09,1.06,0.76,1.68,0.18,0.19,0.38,0.27,0.76,0.41,1.26,0.42,0.25,0.12,0.58,0.36,0.25,-0.10,0.07,0.22
3/17/2010,0.60,0.14,0.23,-0.16,-0.81,-0.04,0.24,-0.14,0.45,0.32,0.54,0.08,0.38,-0.07,0.19,0.29,,0.95,0.41,,0.33,-0.74,0.48,1.69,0.24,0.05,0.32,-0.40,0.35,-0.05,-0.93,0.93,0.57,0.10,0.68,0.38,0.07,0.25,0.30,0.00
3/18/2010,-0.13,-0.25,-0.85,0.20,0.02,-0.22,-0.52,-0.26,-0.12,-0.26,-0.41,-0.14,-0.08,-0.17,-0.24,-0.22,,-0.35,0.39,,-0.07,1.18,-0.26,-0.62,0.58,-0.18,0.17,0.08,-0.24,0.24,0.28,-0.18,-0.49,-0.08,-0.46,0.02,-0.17,-0.35,-0.14,-0.15
3/19/2010,-0.23,0.24,-0.45,0.15,0.56,-0.05,0.12,0.19,-0.22,-0.10,-0.34,0.38,-0.74,0.00,-0.22,-0.08,,0.35,-0.09,,0.47,-0.56,-0.43,-1.41,-0.29,-0.07,0.15,0.20,-0.31,-0.04,0.01,-0.58,-0.19,-0.01,0.03,-0.20,-0.04,-1.05,-0.10,-0.09
3/22/2010,-0.27,-0.03,0.70,0.17,0.28,-0.08,-0.18,0.03,0.30,-0.04,0.08,0.14,0.49,-0.18,0.04,0.31,,0.67,-1.06,,0.10,0.19,0.48,-0.22,0.18,0.07,-0.41,0.01,-0.40,0.20,-0.24,-0.17,0.51,0.08,0.03,0.01,-0.03,-0.50,-0.15,0.09
3/23/2010,0.74,0.31,-0.09,-0.31,0.53,-0.15,0.50,-0.02,0.32,0.25,0.70,-0.39,0.19,0.05,0.11,0.08,,0.49,1.01,,0.39,0.73,1.30,1.10,0.30,0.05,-0.05,0.06,0.38,-0.07,-0.21,0.58,1.24,0.11,0.08,0.12,-0.04,-2.55,1.00,0.06
3/24/2010,-0.17,0.07,-0.67,0.47,0.03,-0.17,0.20,-0.26,-0.42,0.13,-0.25,0.21,-0.11,-0.02,-0.06,0.18,,0.34,-0.31,,-0.31,-0.43,-0.24,0.78,-0.50,-0.11,0.09,0.10,-0.31,0.19,-0.17,-0.85,0.24,0.30,-0.17,-0.31,0.17,-0.35,0.29,0.19
3/25/2010,0.20,0.41,0.81,0.11,-0.13,0.34,0.89,0.35,-0.02,0.47,0.33,0.13,0.26,0.73,0.24,0.18,,0.57,1.20,,-1.13,0.40,0.68,2.24,0.25,0.22,0.93,1.40,1.73,0.56,0.38,0.22,0.29,0.21,0.58,0.75,0.66,0.95,0.35,0.29
3/26/2010,-0.02,-0.22,-0.27,0.06,-1.08,0.05,-0.01,-0.33,-0.18,-0.03,-0.13,-0.01,-0.08,-0.20,0.08,0.17,,0.08,-0.33,,0.11,-0.31,-0.84,-0.32,-0.52,-0.11,0.17,0.26,0.01,-0.38,-0.61,0.01,0.00,-0.07,-0.30,-0.31,-0.11,0.50,-0.27,0.00
3/29/2010,0.21,-0.04,-0.08,-0.02,0.38,0.52,0.10,0.08,-0.08,0.00,0.00,-0.04,-0.03,0.47,-0.05,-0.14,,0.11,1.07,,0.02,0.40,-0.84,0.97,0.19,0.06,-0.02,0.32,0.16,-0.13,-0.23,0.19,-0.24,0.09,-0.17,-0.30,0.11,2.60,0.27,0.00
3/30/2010,-0.24,-0.07,0.22,-0.42,-0.14,0.53,-0.53,0.09,-0.27,-0.10,0.32,-0.52,-0.16,0.21,0.17,-0.44,,-0.55,-0.78,,-0.34,-0.71,-1.92,-1.53,-0.09,0.00,-0.19,0.85,-0.90,-0.18,-0.10,-0.08,0.26,-0.14,-0.19,-0.62,-0.36,0.65,0.10,-0.09
3/31/2010,0.01,0.06,0.59,0.01,0.03,-0.02,-1.43,-0.13,0.54,-0.01,-0.17,0.46,-0.47,-0.35,0.10,0.02,,-0.15,1.71,,0.13,-0.35,-0.43,-0.23,-0.65,-0.04,-0.10,-0.28,-0.10,0.03,-0.20,-0.25,0.12,0.08,0.70,-0.23,-0.31,0.45,-0.41,0.06
4/1/2010,1.04,0.25,0.71,0.35,1.22,0.86,0.94,1.04,0.69,0.24,0.78,0.45,0.48,0.25,0.66,0.06,,0.78,1.83,,0.51,2.06,0.00,2.47,1.11,0.10,0.21,1.13,0.80,0.34,-0.03,0.53,0.92,0.13,0.51,0.80,0.12,1.25,0.29,0.34
4/6/2010,0.66,0.22,0.35,-0.10,-0.11,-0.09,0.19,-0.22,-0.03,-0.02,0.14,-0.25,0.51,-0.02,0.74,0.07,,-0.42,1.35,,0.43,-0.26,-0.59,2.73,-0.52,-0.10,0.21,0.03,1.37,0.26,-0.52,0.12,0.86,0.20,0.33,0.05,0.02,-0.45,0.15,-0.09
4/7/2010,0.04,-0.13,-0.72,-0.15,-0.19,0.24,-1.61,0.41,-0.78,-0.11,-0.31,-0.02,-0.15,-0.03,-0.47,-0.21,0.49,-0.63,-0.60,,-0.06,-1.86,-0.60,-0.63,-0.48,-0.14,-0.58,-0.23,-0.37,-0.10,0.66,0.58,-0.35,-0.14,-0.18,-0.09,-0.08,-0.80,-0.14,-0.28
4/8/2010,-0.36,-0.31,-0.92,-0.45,-0.49,-0.01,-1.03,-0.10,-0.51,-0.09,-0.46,-0.21,-0.58,-0.32,-0.32,-0.20,,-1.46,-1.00,,-0.29,-1.53,-0.90,-1.80,-0.46,-0.20,-0.34,-0.62,-0.83,-0.28,-0.34,-0.27,-0.41,-0.12,-0.63,-0.52,-0.16,-2.00,-0.10,-0.15
4/9/2010,0.88,0.30,0.70,0.36,0.33,0.42,1.40,0.60,0.59,0.51,0.99,0.26,2.20,0.24,0.78,0.08,,1.04,3.85,,0.14,3.44,-0.04,0.45,2.38,0.19,0.22,1.60,0.09,0.13,0.45,0.98,1.17,0.05,0.50,0.11,0.17,4.65,0.30,0.42
4/12/2010,0.23,0.05,-0.23,-0.13,0.06,0.06,0.45,0.16,0.25,0.25,-0.17,-1.19,-0.55,0.23,-0.39,-0.05,,0.61,0.45,,0.01,0.36,0.83,-0.34,1.29,-0.09,-0.16,-0.02,-0.60,-0.13,-0.14,-0.33,-0.08,-0.01,0.11,0.32,-0.03,-0.05,0.04,-0.18
4/13/2010,-0.66,0.05,-0.39,-0.26,-0.24,0.17,-0.48,0.08,0.04,0.03,-0.68,0.19,-0.25,-0.35,-0.49,-0.02,,-0.35,0.70,,-0.21,1.30,0.96,-0.41,0.82,-0.15,-0.03,1.75,0.12,-0.24,-0.60,-0.25,-0.70,0.06,-0.81,-0.42,0.43,-1.65,-0.11,-0.09
4/14/2010,-0.20,0.23,0.01,0.18,1.65,0.35,0.88,0.34,2.10,0.30,0.67,-0.48,1.10,0.00,0.01,-0.04,,-0.18,0.30,,0.15,0.34,0.44,0.86,-0.21,0.13,0.34,-0.62,-0.19,0.39,0.19,0.46,1.18,0.20,0.06,-0.38,-0.17,0.25,0.00,0.18
4/15/2010,0.09,0.06,0.23,0.07,0.86,-0.72,-0.07,-0.12,1.07,-0.16,-0.07,0.62,0.31,0.13,0.22,-0.01,,0.53,1.05,,0.00,0.13,0.06,-0.29,0.50,0.03,0.96,0.22,0.06,-0.07,0.09,0.13,0.03,0.01,0.08,0.16,0.00,-0.85,0.10,0.22
4/16/2010,-0.46,-0.48,-1.56,-0.16,-0.90,-0.31,-2.18,0.52,-1.02,-0.39,-0.90,-0.36,-0.76,-0.59,-0.74,0.05,-1.22,-1.29,-2.05,,0.15,-2.99,-1.05,-2.85,-2.14,-0.32,0.18,-0.48,-0.70,-0.27,-0.91,-0.46,-0.60,-0.21,-0.72,-0.43,-0.36,-2.20,-0.74,-0.19
4/19/2010,-0.17,-0.16,0.10,-0.20,-0.20,-0.30,0.00,-0.43,0.54,-0.26,0.09,0.07,-0.40,-0.09,-0.11,-0.14,,-0.51,0.35,,-0.24,-0.81,-0.93,-1.01,0.65,0.00,-0.17,0.22,-0.38,-0.45,0.01,-0.22,-1.38,0.07,-0.05,-0.26,0.05,-1.40,-0.39,-0.07
4/20/2010,0.10,-0.07,0.85,0.22,0.59,0.06,0.53,0.48,-0.01,0.39,0.50,0.36,0.62,0.19,0.87,0.31,,0.71,1.60,,0.27,1.45,1.37,1.58,0.58,0.12,0.95,-0.10,1.54,0.21,0.38,0.85,-0.24,0.27,1.94,-0.09,0.80,1.60,0.15,0.32
4/21/2010,0.32,-0.31,0.24,-0.05,0.40,-0.24,-1.90,0.03,-0.64,-0.40,-0.21,-0.13,-0.49,-0.49,-0.58,0.14,,-1.13,0.75,,-0.08,-0.57,-1.06,-1.85,-1.38,-0.11,-0.01,-0.22,-0.62,-0.17,-0.48,-0.47,-0.40,0.05,-0.51,0.75,-0.01,-0.50,-0.29,-0.10
4/22/2010,-0.19,-0.44,0.05,-0.22,-0.98,-0.30,-1.16,-0.49,-0.42,-0.35,-0.91,-0.06,-1.26,-0.23,-0.74,-0.07,,-0.91,1.85,,-0.42,-0.43,-0.10,-1.43,-0.12,-0.23,0.33,0.47,-0.65,-0.31,-0.36,-0.36,-1.25,-0.23,-0.97,0.93,-0.10,-1.45,-0.33,0.02
4/23/2010,0.73,0.04,0.20,0.15,0.15,-0.07,0.14,-0.05,0.92,0.07,0.39,0.32,1.00,-0.02,0.19,0.25,,-0.28,0.20,,0.43,1.80,1.25,0.37,1.84,0.13,0.15,-0.11,2.35,0.30,-0.12,2.45,1.19,-0.39,0.42,1.56,0.57,-0.10,-0.14,0.23
4/26/2010,0.55,-0.04,1.12,0.07,0.15,0.65,1.60,0.53,0.37,0.20,0.50,0.11,-0.39,0.16,0.07,0.10,,0.58,0.30,,0.36,1.40,0.52,2.06,1.44,-0.06,0.02,0.83,0.94,0.26,0.62,0.34,-0.55,0.01,1.13,0.70,0.17,0.90,0.10,0.23
4/27/2010,-0.91,-0.79,-1.95,-0.55,-1.23,-1.34,-3.83,-1.33,-1.50,-1.05,-1.95,-0.99,-1.86,-0.84,-1.13,-0.40,,-2.63,-4.10,,-0.44,-4.07,-1.09,-2.49,-2.66,-0.51,-0.85,-1.61,-1.45,-0.44,-1.98,-1.90,-2.12,-0.27,-1.88,-1.14,-0.60,-1.55,-0.34,-0.64
4/28/2010,-1.09,-0.39,-1.39,-0.10,-1.24,-0.85,0.25,-1.06,-1.15,-0.49,-0.35,-0.56,-0.09,-0.50,-0.31,-0.16,,-0.13,-1.45,,-0.63,-1.22,-1.06,-0.45,-1.50,-0.17,-0.66,-2.12,-1.45,-0.32,-0.23,-1.19,-1.51,0.01,-1.10,-0.56,-0.42,-5.05,-0.35,-0.54
4/29/2010,1.00,0.05,1.99,0.28,0.42,1.47,1.12,0.58,0.44,0.31,0.41,0.31,0.88,0.30,0.79,0.00,,0.15,-1.95,,0.96,1.85,0.93,-0.72,0.99,0.13,0.46,1.19,0.78,0.61,-0.47,1.33,0.70,0.04,1.45,0.82,0.03,1.30,-0.10,0.26
4/30/2010,-0.17,-0.28,-0.18,-0.19,0.89,-0.24,0.03,0.20,0.71,-0.36,0.03,0.23,-0.08,0.17,-1.07,-0.11,,-0.65,-0.55,,0.10,-0.09,1.36,-2.01,-1.68,-0.02,0.35,-0.23,-0.12,0.20,0.25,-0.50,-0.32,-0.04,-0.13,-0.39,0.06,0.60,-0.01,0.08
5/3/2010,0.23,0.23,0.21,-0.18,-0.06,-0.09,0.17,0.03,-0.22,-0.20,-0.15,0.93,0.20,0.50,0.19,0.07,,0.57,1.30,,-0.08,0.44,0.08,-0.18,-0.26,-0.06,0.12,0.34,0.17,-0.05,-0.15,-0.15,0.74,0.05,-0.06,-0.38,0.13,1.75,0.18,0.13
5/4/2010,-1.07,-0.66,-2.38,-0.20,-1.22,-2.00,-3.20,-0.17,-1.08,-0.75,-1.68,-0.56,-2.92,-0.30,-1.64,-0.57,,-2.35,-2.70,,-0.69,-3.07,-2.52,-3.05,-0.88,-0.50,-0.83,-0.66,-2.29,-0.41,-1.02,-1.81,-1.83,-0.35,-2.72,-0.08,-1.15,-4.80,-0.28,-0.27
5/5/2010,-1.06,-0.25,-0.62,0.15,-0.73,-0.43,-1.32,-0.42,-0.20,-0.68,-0.87,-0.72,-0.58,-0.83,-0.05,-0.22,,-0.33,-0.73,,-0.37,-0.20,-0.23,0.19,-0.40,-0.04,0.21,-1.21,-0.35,0.08,0.46,-1.45,-0.65,-0.10,-0.38,-0.14,-0.42,-11.60,-0.42,-0.36
5/6/2010,-0.35,-0.38,-0.04,0.15,0.01,0.14,-1.20,-0.63,1.06,-0.82,-1.28,0.60,-0.84,-0.66,-0.78,-0.14,,-2.67,-0.89,,0.42,-0.35,0.10,-0.34,-2.47,-0.26,-0.16,-0.01,-0.55,0.98,-0.60,-0.41,-0.25,-0.05,0.08,0.01,-0.17,-1.45,-0.36,-1.87
5/7/2010,-1.31,0.00,-0.39,-0.07,0.00,-1.84,0.00,-1.37,-0.13,0.00,0.00,-0.65,0.00,-0.12,0.00,0.00,,0.00,0.00,,0.00,-4.15,0.00,-3.03,0.00,0.00,-0.44,-0.62,-0.39,0.00,0.00,-0.24,-1.91,0.00,-0.48,0.00,-0.19,-0.85,-0.13,0.00
5/10/2010,2.47,0.99,2.76,0.27,1.56,2.60,6.54,1.45,1.24,1.76,1.99,0.63,1.44,0.47,1.54,0.16,,4.98,3.22,,0.73,8.02,1.97,4.99,2.48,0.55,0.69,1.01,1.26,0.99,1.27,1.84,4.05,0.14,1.95,-0.40,0.25,4.65,0.40,0.76
5/11/2010,-0.35,-0.24,-0.50,0.50,-0.40,0.09,-1.23,-0.38,-0.32,-0.25,-0.20,-0.10,-0.17,-0.13,-0.29,0.16,,-0.81,0.65,,-0.22,0.70,0.91,-1.64,-0.26,-0.23,0.67,0.17,0.10,0.41,-0.35,0.29,-0.38,0.03,-0.14,0.36,0.03,1.75,0.43,-0.21
5/12/2010,0.81,0.16,-0.48,0.74,1.88,0.38,0.47,0.33,0.85,0.17,0.34,0.75,1.47,0.35,0.15,0.09,,-0.60,1.80,,1.11,2.94,1.12,-0.19,0.18,0.17,0.87,0.91,0.25,1.25,0.48,0.42,1.83,0.05,0.77,1.67,0.13,3.05,0.25,0.51
5/13/2010,-0.08,-0.38,0.37,0.14,-0.38,0.02,-0.54,0.33,0.32,-0.16,-0.30,0.85,0.32,-0.04,0.01,0.02,,-0.61,1.20,,-0.04,0.48,0.51,0.37,0.96,-0.01,0.47,-0.36,0.02,0.04,-0.04,-0.53,-2.15,0.10,0.00,-0.32,0.17,-1.80,-0.24,0.02
5/14/2010,-0.94,-0.66,-2.49,0.79,-0.75,-1.37,-3.84,-1.29,-1.03,-1.07,-3.01,-0.69,-1.47,-1.08,-1.67,-0.42,,-3.33,-2.85,,-0.69,-3.59,-2.72,-4.09,-2.87,-0.59,-1.08,-1.43,-2.30,0.16,-1.26,-1.72,-2.07,-0.36,-1.85,-0.65,-1.03,-6.05,-2.26,-0.73
